day,node_id,node_name,population,susceptible,latent,infectious_a,infectious_t,infectious_nt,recovered,foi,exit_rate
68,n240,Salo,51600,51309,57,12,0,38,184,0.00050496,1.587215
68,n241,Saltvik,1800,1794,1,2,0,1,2,0.00069554,390.030137
68,n242,Sastamala,24100,24008,19,6,0,13,54,0.00035859,0.960731
68,n243,Sauvo,3000,2996,1,0,0,1,2,0.0001708,0.141553
68,n244,Savitaipale,3300,3291,2,1,0,1,5,0.00024095,0.120548
68,n245,Savonlinna,33705,33507,29,8,0,27,134,0.00046853,1.155251
68,n246,Savukoski,1000,999,0,0,0,0,1,8.863e-05,0.06484
68,n247,Sein�joki,63800,63485,64,14,0,55,182,0.00056368,2.76895
68,n248,Sievi,5200,5186,1,1,0,2,10,0.00020124,0.259361
68,n249,Siikainen,1500,1499,0,0,0,0,1,7.266e-05,0.0621
68,n250,Siikajoki,5500,5478,2,3,0,4,13,0.00034889,0.291324
68,n251,Siikalatva,5400,5378,4,1,0,5,12,0.00030643,0.221005
68,n252,Siilinj�rvi,22000,21874,18,5,0,23,80,0.00045309,1.07032
68,n253,Simo,3100,3091,4,1,0,0,4,0.00019162,0.154338
68,n254,Sipoo,21800,21710,15,6,0,18,51,0.00033461,1.347032
68,n255,Siuntio,6400,6393,1,0,0,1,5,0.00012235,0.401826
68,n256,Sodankyl�,8800,8761,7,2,0,2,28,0.00024631,0.345205
68,n257,Soini,2200,2200,0,0,0,0,0,4.649e-05,0.094977
68,n258,Somero,8800,8740,5,1,0,4,50,0.00022149,0.33516
68,n259,Sonkaj�rvi,4200,4189,2,0,0,5,4,0.00030963,0.147032
68,n260,Sotkamo,10200,10149,6,2,0,8,35,0.00029926,0.432877
68,n261,Sottunga,100,100,0,0,0,0,0,0.00025054,14.672146
68,n262,Sulkava,2600,2590,1,0,0,3,6,0.00050548,0.09589
68,n263,Sund,1000,992,1,1,0,2,4,0.00152423,234.015525
68,n264,Suomussalmi,7700,7680,2,2,0,3,13,0.00024824,0.29589
68,n265,Suonenjoki,7100,7084,1,0,0,3,12,0.00029708,0.291324
68,n266,Sysm�,3800,3784,3,1,0,3,9,0.00034775,0.123288
68,n267,S�kyl�,4700,4669,4,1,0,5,21,0.00043586,0.263927
68,n268,Taipalsaari,4700,4688,4,0,0,1,7,0.00014623,0.212785
68,n269,Taivalkoski,4100,4083,2,1,0,2,12,0.0004447,0.156164
68,n270,Taivassalo,1700,1699,0,0,0,0,1,0.00022987,0.074886
68,n271,Tammela,6200,6178,3,2,0,7,10,0.0004578,0.312329
68,n272,Tampere,244029,242885,239,62,0,192,651,0.00048159,13.726027
68,n273,Tervo,1600,1598,0,1,0,0,1,8.265e-05,0.07032
68,n274,Tervola,3200,3189,1,0,0,1,9,0.00018718,0.142466
68,n275,Teuva,5400,5378,2,1,0,7,12,0.00056479,0.146119
68,n276,Tohmaj�rvi,4500,4493,1,0,0,1,5,6.353e-05,0.186301
68,n277,Toholampi,3200,3198,1,0,0,1,0,4.978e-05,0.09863
68,n278,Toivakka,2500,2494,1,1,0,1,3,0.00029879,0.111416
68,n279,Tornio,21800,21691,20,6,0,12,71,0.00033164,0.834703
68,n280,Turku,195301,194474,191,34,0,138,464,0.00047172,10.690411
68,n281,Tuusniemi,2600,2594,1,0,0,1,4,0.00018121,0.116895
68,n282,Tuusula,39500,39335,39,6,0,30,90,0.00036932,2.444749
68,n283,Tyrn�v�,6900,6879,5,0,0,3,13,0.00014935,0.326027
68,n284,Ulvila,13300,13240,13,4,0,7,36,0.0002649,0.637443
68,n285,Urjala,4700,4695,0,0,0,1,4,0.00014077,0.185388
68,n286,Utaj�rvi,2800,2790,0,2,0,3,5,0.00037579,0.133333
68,n287,Utsjoki,1200,1197,2,0,0,0,1,9.162e-05,0.102283
68,n288,Uurainen,3500,3489,2,1,0,2,6,0.00024015,0.168037
68,n289,Uusikaupunki,15500,15444,9,2,0,5,40,0.00025852,0.69863
68,n290,Vaala,3000,2996,2,1,0,1,0,0.00025957,0.108676
68,n291,Vaasa,67617,67311,67,12,0,45,182,0.00048144,3.63105
68,n292,Valkeakoski,21200,21103,22,5,0,13,57,0.00034595,0.875799
68,n293,Vantaa,239216,238097,258,49,0,194,618,0.00042769,17.681279
68,n294,Varkaus,20200,20077,23,7,0,13,80,0.00045958,0.744292
68,n295,Vehmaa,2200,2193,0,2,0,1,4,0.00042394,0.115982
68,n296,Vesanto,2100,2096,0,0,0,1,3,0.00032329,0.053881
68,n297,Vesilahti,4600,4591,3,1,0,0,5,0.00014894,0.23105
68,n298,Veteli,3300,3290,2,1,0,0,7,0.00023416,0.087671
68,n299,Vierem�,3500,3495,0,1,0,1,3,8.86e-05,0.162557
68,n300,Vihti,29700,29564,22,7,0,18,89,0.00040449,1.544292
68,n301,Viitasaari,6400,6376,0,0,0,2,22,0.00018019,0.26758
68,n302,Vimpeli,3000,2978,7,2,0,4,9,0.00099989,0.079452
68,n303,Virolahti,3100,3086,0,1,0,2,11,0.00026967,0.16621
68,n304,Virrat,6500,6486,3,2,0,2,7,0.00020212,0.245662
68,n305,Vårdö,450,448,1,0,0,0,1,0.00047884,73.333333
68,n306,V�rd�,450,450,0,0,0,0,0,4.201e-05,0.015525
68,n307,V�yri,6300,6261,3,1,0,2,33,0.00014336,0.205479
68,n308,Ylitornio,4000,3996,0,0,0,0,4,8.821e-05,0.144292
68,n309,Ylivieska,15500,15418,9,3,0,7,63,0.00033555,0.669406
68,n310,Yl�j�rvi,34100,33944,35,4,0,24,93,0.00041844,1.683105
68,n311,Yp�j�,2400,2395,0,0,0,1,4,6.949e-05,0.109589
68,n312,�ht�ri,5600,5594,1,0,0,3,2,0.00018786,0.221918
68,n313,��nekoski,18100,17985,16,4,0,9,86,0.00035334,0.682192
69,n0,Akaa,16500,16404,16,3,0,18,59,0.00044592,0.760731
69,n1,Alaj�rvi,9900,9865,6,2,0,4,23,0.00020089,0.356164
69,n2,Alavieska,2600,2596,1,0,0,0,3,0.0001912,0.117808
69,n3,Alavus,11800,11759,7,5,0,6,23,0.00029102,0.374429
69,n4,Asikkala,8100,8075,3,0,0,3,19,0.0001926,0.347945
69,n5,Askola,5000,4991,0,0,0,0,9,0.00017423,0.253881
69,n6,Aura,4000,3970,6,1,0,5,18,0.0004135,0.199087
69,n7,Brändö,500,497,0,0,0,2,1,0.00943195,32.666667
69,n8,Br�nd�,500,500,0,0,0,0,0,2e-05,0.022831
69,n9,Eckerö,950,949,0,0,0,0,1,0.00040177,161.333333
69,n10,Ecker�,950,950,0,0,0,0,0,1.653e-05,0.048402
69,n11,Enonkoski,1400,1395,0,1,0,0,4,0.00027061,0.072146
69,n12,Enonteki�,1900,1898,0,1,0,0,1,0.00023662,0.113242
69,n13,Espoo,297132,295542,343,77,0,256,914,0.00049872,16.53242
69,n14,Eura,9200,9158,6,0,0,5,31,0.00023688,0.413699
69,n15,Eurajoki,6000,5984,3,3,0,2,8,0.00028958,0.368037
69,n16,Evij�rvi,2500,2491,1,0,0,1,7,6.555e-05,0.110502
69,n17,Finström,2600,2586,3,1,0,1,9,0.00059059,558.666667
69,n18,Finstr�m,2600,2599,0,0,0,1,0,0.00017541,0.1379
69,n19,Forssa,16900,16815,14,4,0,16,51,0.00046574,0.799087
69,n20,Föglö,550,548,0,0,0,1,1,0.0002026,42.666667
69,n21,F�gl�,550,550,0,0,0,0,0,3.195e-05,0.011872
69,n22,Geta,500,499,0,0,0,0,1,0.00052053,90.010046
69,n23,Haapaj�rvi,7100,7090,1,2,0,1,6,0.00019834,0.273973
69,n24,Haapavesi,6800,6766,3,1,0,2,28,0.0002248,0.317808
69,n25,Hailuoto,1000,994,0,3,0,2,1,0.00080368,0.042009
69,n26,Halsua,1200,1197,1,0,0,1,1,3.962e-05,0.047489
69,n27,Hamina,19800,19676,23,7,0,18,76,0.00048782,0.743379
69,n28,Hammarland,1500,1495,1,1,0,1,2,0.00074904,368.028311
69,n29,Hankasalmi,5000,4980,3,0,0,4,13,0.0003221,0.224658
69,n30,Hanko,8300,8275,3,3,0,4,15,0.00026573,0.310502
69,n31,Harjavalta,7100,7073,2,2,0,3,20,0.00024444,0.352511
69,n32,Hartola,3000,2992,2,1,0,1,4,0.00016787,0.124201
69,n33,Hattula,9700,9659,11,2,0,6,22,0.00030919,0.452055
69,n34,Hausj�rvi,8600,8572,6,1,0,4,17,0.00026976,0.442922
69,n35,Heinola,17900,17815,18,5,0,10,52,0.00036795,0.783562
69,n36,Hein�vesi,3400,3397,0,0,0,2,1,0.00017406,0.165297
69,n37,Helsinki,658864,655569,768,141,0,533,1853,0.0006091,30.807306
69,n38,Hirvensalmi,2200,2192,0,1,0,0,7,0.00012942,0.134247
69,n39,Hollola,22800,22686,19,6,0,21,68,0.00035351,1.153425
69,n40,Huittinen,10500,10474,4,1,0,4,17,0.00021328,0.350685
69,n41,Humppila,2400,2398,0,1,0,0,1,6.098e-05,0.096804
69,n42,Hyrynsalmi,2400,2388,1,1,0,5,5,0.00057847,0.083105
69,n43,Hyvink��,46800,46564,46,7,0,41,142,0.00055702,2.297717
69,n44,H�meenkyr�,10400,10357,11,4,0,11,17,0.00042756,0.405479
69,n45,H�meenlinna,67800,67451,66,10,0,47,226,0.00054396,3.063927
69,n46,Ii,10200,10152,8,3,0,7,30,0.00041456,0.463014
69,n47,Iisalmi,21600,21483,25,9,0,16,67,0.00051464,0.884932
69,n48,Iitti,6800,6778,3,1,0,3,15,0.00021843,0.249315
69,n49,Ikaalinen,7100,7061,7,2,0,5,25,0.00038396,0.289498
69,n50,Ilmajoki,12500,12461,4,1,0,6,28,0.00026879,0.554338
69,n51,Ilomantsi,5100,5081,2,0,0,5,12,0.00025514,0.156164
69,n52,Imatra,25800,25685,27,5,0,18,65,0.00044122,0.964384
69,n53,Inari,6800,6756,5,1,0,5,33,0.00032227,0.393607
69,n54,Ing�,5400,5383,3,1,0,1,12,0.00012337,0.256621
69,n55,Isojoki,2200,2181,2,1,0,3,13,0.00049035,0.050228
69,n56,Isokyr�,4700,4683,4,1,0,5,7,0.00039517,0.181735
69,n57,Jakobstad,19300,19233,11,5,0,11,40,0.00031844,0.769863
69,n58,Janakkala,17100,17022,18,6,0,11,43,0.00037309,0.727854
69,n59,Joensuu,77476,77096,83,15,0,52,230,0.00051491,4.122374
69,n60,Jokioinen,5700,5686,2,2,0,3,7,0.00034662,0.269406
69,n61,Jomala,5100,5075,5,3,0,5,12,0.00052117,1342.06758
69,n62,Joroinen,5200,5175,4,1,0,5,15,0.00037979,0.193607
69,n63,Joutsa,4600,4597,0,0,0,2,1,0.00021494,0.181735
69,n64,Juuka,4500,4481,2,2,0,3,12,0.00026891,0.180822
69,n65,Juupajoki,2100,2091,3,1,0,3,2,0.00063724,0.109589
69,n66,Juva,6400,6393,1,0,0,2,4,0.00013151,0.194521
69,n67,Jyv�skyl�,143420,142628,169,33,0,127,463,0.00062944,7.105023
69,n68,J�mij�rvi,1900,1893,2,0,0,3,2,0.00052884,0.065753
69,n69,J�ms�,20400,20310,15,6,0,16,53,0.00040338,0.681279
69,n70,J�rvenp��,45300,45047,54,10,0,38,151,0.00046224,2.860274
69,n71,Kaarina,35800,35619,44,6,0,23,108,0.00036364,1.736986
69,n72,Kaavi,2800,2796,0,0,0,0,4,0.00017854,0.130594
69,n73,Kajaani,37000,36798,42,9,0,34,117,0.00060127,1.72968
69,n74,Kalajoki,12800,12727,14,5,0,12,42,0.00044486,0.442009
69,n75,Kangasala,32200,32043,37,5,0,26,89,0.00041568,1.56621
69,n76,Kangasniemi,5500,5468,3,2,0,5,22,0.00041552,0.189954
69,n77,Kankaanp��,11400,11364,11,1,0,4,20,0.00028221,0.465753
69,n78,Kannonkoski,1400,1399,0,0,0,0,1,5.032e-05,0.059361
69,n79,Kannus,5600,5583,2,1,0,3,11,0.00030567,0.228311
69,n80,Karijoki,1400,1398,1,0,0,1,0,0.00027942,0.044749
69,n81,Karkkila,9100,9068,3,1,0,4,24,0.00026492,0.419178
69,n82,Karstula,3900,3889,1,1,0,0,9,0.00013885,0.110502
69,n83,Karvia,2200,2185,3,2,0,6,4,0.00129839,0.060274
69,n84,Kaskinen,1300,1299,1,0,0,0,0,6.55e-05,0.10137
69,n85,Kauhajoki,13500,13446,9,1,0,11,33,0.00035697,0.503196
69,n86,Kauhava,16600,16489,23,5,0,16,67,0.00047577,0.524201
69,n87,Kauniainen,9800,9762,11,4,0,8,15,0.00032052,0.834703
69,n88,Kaustinen,4300,4283,2,1,0,3,11,0.0003666,0.188128
69,n89,Keitele,2200,2167,2,1,0,3,27,0.00084979,0.081279
69,n90,Kemi,20800,20689,23,9,0,24,55,0.00053171,0.881279
69,n91,Kemij�rvi,7200,7157,5,0,0,5,33,0.00031787,0.269406
69,n92,Keminmaa,8500,8476,7,0,0,4,13,0.00028219,0.407306
69,n93,Kempele,18300,18208,16,7,0,16,53,0.00039329,1.142466
69,n94,Kerava,36500,36319,43,8,0,29,101,0.00038734,2.784475
69,n95,Keuruu,9800,9754,4,3,0,6,33,0.00034811,0.382648
69,n96,Kihni�,1900,1898,0,0,0,0,2,0.00023234,0.071233
69,n97,Kimito�n,6700,6688,2,2,0,1,7,0.00020712,0.27032
69,n98,Kinnula,1600,1599,1,0,0,0,0,3.697e-05,0.055708
69,n99,Kirkkonummi,40400,40205,43,8,0,35,109,0.00040754,2.582648
69,n100,Kitee,10200,10170,5,5,0,6,14,0.00036776,0.361644
69,n101,Kittil�,6600,6580,0,0,0,3,17,0.00023641,0.534247
69,n102,Kiuruvesi,8200,8159,1,4,0,4,32,0.00039034,0.263927
69,n103,Kivij�rvi,1200,1196,0,0,0,1,3,0.00032134,0.050228
69,n104,Kokem�ki,7600,7583,3,2,0,2,10,0.00022978,0.293151
69,n105,Kokkola,48000,47722,59,12,0,37,170,0.00049043,1.454795
69,n106,Kolari,3800,3779,5,2,0,5,9,0.00036699,0.263014
69,n107,Konnevesi,2700,2690,0,0,0,1,9,0.00018965,0.09589
69,n108,Kontiolahti,15000,14944,11,2,0,7,36,0.00027133,0.874886
69,n109,Korsholm,19700,19635,12,3,0,11,39,0.00030435,0.594521
69,n110,Korsn�s,2100,2100,0,0,0,0,0,2.92e-05,0.055708
69,n111,Koski Tl,2300,2291,1,0,0,1,7,0.00019658,0.09589
69,n112,Kotka,51700,51421,55,13,0,43,168,0.00061334,1.955251
69,n113,Kouvola,80100,79647,81,19,0,78,275,0.00064339,2.276712
69,n114,Kristinestad,6700,6694,3,0,0,1,2,0.00010515,0.251142
69,n115,Kronoby,6600,6590,3,1,0,1,5,0.00021227,0.217352
69,n116,Kuhmo,8100,8063,7,2,0,3,25,0.00035917,0.208219
69,n117,Kuhmoinen,2200,2199,0,0,0,0,1,8.679e-05,0.084018
69,n118,Kumlinge,300,299,0,0,0,0,1,0.00024083,28.671233
69,n119,Kuopio,120468,119832,119,24,0,83,410,0.00055064,5.225571
69,n120,Kuortane,3700,3690,2,0,0,1,7,0.00032764,0.148858
69,n121,Kurikka,12100,12047,10,1,0,5,37,0.00029471,0.627397
69,n122,Kustavi,900,898,0,0,0,0,2,9.1e-05,0.054795
69,n123,Kuusamo,15500,15428,9,2,0,14,47,0.00048855,0.651142
69,n124,Kyyj�rvi,1300,1300,0,0,0,0,0,7.204e-05,0.045662
69,n125,Kökar,250,249,1,0,0,0,0,0.00032545,14.666667
69,n126,K�kar,250,250,0,0,0,0,0,1.712e-05,0.005479
69,n127,K�rk�l�,4700,4695,1,0,0,1,3,0.0002043,0.210046
69,n128,K�rs�m�ki,2600,2588,0,0,0,1,11,0.00018287,0.088584
69,n129,Lahti,119958,119340,142,24,0,96,356,0.00057992,4.96347
69,n130,Laihia,8200,8157,6,3,0,7,27,0.00037915,0.303196
69,n131,Laitila,8500,8458,5,3,0,4,30,0.00033091,0.345205
69,n132,Lapinj�rvi,2700,2685,3,1,0,2,9,0.00039692,0.142466
69,n133,Lapinlahti,10000,9972,6,1,0,5,16,0.00028699,0.399087
69,n134,Lappaj�rvi,3100,3090,1,0,0,3,6,0.00027436,0.121461
69,n135,Lappeenranta,72877,72516,78,21,0,57,205,0.00058036,3.326027
69,n136,Lapua,14800,14724,18,3,0,15,40,0.00047699,0.514155
69,n137,Larsmo,5500,5486,1,0,0,3,10,0.00027595,0.153425
69,n138,Laukaa,19100,19007,18,3,0,13,59,0.00038153,0.888584
69,n139,Lemi,3100,3090,0,0,0,3,7,0.00036089,0.13242
69,n140,Lemland,2100,2094,1,0,0,1,4,0.00147734,532.688584
69,n141,Lemp��l�,24600,24485,18,6,0,16,75,0.0003703,1.333333
69,n142,Lepp�virta,9800,9766,6,2,0,5,21,0.00028706,0.393607
69,n143,Lestij�rvi,800,800,0,0,0,0,0,6.911e-05,0.022831
69,n144,Lieksa,11200,11164,10,2,0,9,15,0.0003552,0.36621
69,n145,Lieto,20800,20711,15,5,0,21,48,0.00046282,0.926027
69,n146,Liminka,10500,10452,12,4,0,8,24,0.0003505,0.549772
69,n147,Liperi,12600,12557,8,3,0,8,24,0.00027875,0.601826
69,n148,Lohja,47200,46966,55,11,0,38,130,0.00050951,1.809132
69,n149,Loimaa,15900,15822,11,3,0,13,51,0.00035568,0.582648
69,n150,Loppi,8200,8153,11,3,0,11,22,0.00052897,0.311416
69,n151,Loviisa,14500,14438,16,3,0,9,34,0.00037713,0.578995
69,n152,Luhanka,700,699,0,0,0,1,0,0.00011383,0.024658
69,n153,Lumijoki,2200,2193,1,1,0,1,4,0.00032944,0.09863
69,n154,Lumparland,400,396,0,0,0,2,2,0.00193752,80.00274
69,n155,Luum�ki,4600,4592,2,1,0,1,4,0.00017458,0.217352
69,n156,Malax,5500,5481,5,3,0,6,5,0.0004148,0.147945
69,n157,Mariehamn,11800,11745,12,4,0,11,28,0.00071894,771.594521
69,n158,Marttila,1900,1898,0,0,0,0,2,9.057e-05,0.13242
69,n159,Masku,10600,10571,2,3,0,4,20,0.00025735,0.475799
69,n160,Merij�rvi,1100,1100,0,0,0,0,0,5.937e-05,0.045662
69,n161,Merikarvia,3100,3091,0,0,0,2,7,0.00017403,0.102283
69,n162,Miehikk�l�,1900,1899,1,0,0,0,0,8.711e-05,0.090411
69,n163,Mikkeli,52485,52181,63,17,0,52,172,0.00068263,1.899543
69,n164,Muhos,9100,9062,4,2,0,6,26,0.00037563,0.527854
69,n165,Multia,1700,1696,0,0,0,0,4,6.304e-05,0.079452
69,n166,Muonio,2300,2298,0,1,0,0,1,0.00022279,0.146119
69,n167,Muurame,10400,10359,8,2,0,6,25,0.00036474,0.490411
69,n168,Myn�m�ki,8200,8167,4,2,0,4,23,0.00034199,0.319635
69,n169,Myrskyl�,1900,1876,0,0,0,2,22,0.00037119,0.117808
69,n170,M�nts�l�,21600,21502,19,7,0,11,61,0.00028163,1.056621
69,n171,M�ntt�-Vilppula,10100,10068,10,1,0,2,19,0.00018466,0.368037
69,n172,M�ntyharju,5500,5489,0,1,0,2,8,0.00022137,0.315068
69,n173,Naantali,19700,19603,19,4,0,17,57,0.00038496,0.871233
69,n174,Nakkila,5600,5585,3,0,0,3,9,0.00020223,0.273973
69,n175,Nivala,11300,11247,9,4,0,8,32,0.00040115,0.373516
69,n176,Nokia,34400,34242,33,7,0,29,89,0.00045614,1.684932
69,n177,Nousiainen,4900,4884,0,0,0,4,12,0.00036552,0.211872
69,n178,Nurmes,7700,7658,3,1,0,5,33,0.00024147,0.323288
69,n179,Nurmij�rvi,43800,43598,45,11,0,32,114,0.00042052,2.461187
69,n180,Nykarleby,7400,7390,2,0,0,2,6,0.00018524,0.217352
69,n181,N�rpes,9400,9378,5,1,0,2,14,0.00021375,0.183562
69,n182,Orimattila,16300,16211,22,4,0,20,43,0.00045458,0.679452
69,n183,Orip��,1300,1295,0,0,0,1,4,7.594e-05,0.074886
69,n184,Orivesi,9500,9466,5,3,0,6,20,0.00039315,0.420091
69,n185,Oulainen,7600,7564,3,1,0,3,29,0.000211,0.322374
69,n186,Oulu,208939,207841,258,51,0,176,613,0.00078285,8.075799
69,n187,Outokumpu,6600,6586,3,0,0,6,5,0.00031697,0.362557
69,n188,Padasjoki,3100,3099,0,0,0,0,1,7.921e-05,0.120548
69,n189,Paimio,10900,10855,8,1,0,8,28,0.00034759,0.484932
69,n190,Paltamo,3500,3487,1,1,0,3,8,0.00033163,0.161644
69,n191,Pargas,15000,14954,7,3,0,11,25,0.00037223,0.482192
69,n192,Parikkala,4200,4184,1,1,0,1,13,0.0002821,0.145205
69,n193,Parkano,6600,6572,9,1,0,3,15,0.00036688,0.255708
69,n194,Peders�re,11200,11187,3,1,0,4,5,0.00016559,0.358904
69,n195,Pelkosenniemi,900,897,0,0,0,0,3,0.00035336,0.085845
69,n196,Pello,3500,3478,2,1,0,3,16,0.00041923,0.128767
69,n197,Perho,2800,2784,1,2,0,0,13,0.00015653,0.115982
69,n198,Pet�j�vesi,4000,3971,3,4,0,6,16,0.00065489,0.162557
69,n199,Pieks�m�ki,17800,17710,17,3,0,14,56,0.00041992,0.577169
69,n200,Pielavesi,4600,4577,3,2,0,3,15,0.00045373,0.145205
69,n201,Pihtipudas,4000,3987,3,1,0,4,5,0.00037663,0.133333
69,n202,Pirkkala,20200,20095,18,3,0,15,69,0.000344,1.222831
69,n203,Polvij�rvi,4400,4379,3,2,0,4,12,0.00066779,0.155251
69,n204,Pomarkku,2200,2198,0,1,0,0,1,0.00020018,0.092237
69,n205,Pori,84918,84547,81,17,0,53,220,0.00056108,2.939726
69,n206,Pornainen,5300,5280,2,2,0,4,12,0.00041108,0.273059
69,n207,Porvoo,51000,50713,64,14,0,52,157,0.00056937,2.146119
69,n208,Posio,3400,3391,2,0,0,2,5,0.00017636,0.146119
69,n209,Pudasj�rvi,8000,7974,5,2,0,6,13,0.00035329,0.331507
69,n210,Pukkila,2100,2093,3,0,0,2,2,0.00035319,0.110502
69,n211,Punkalaidun,2900,2899,0,0,0,0,1,6.925e-05,0.088584
69,n212,Puolanka,2600,2598,0,0,0,0,2,9.115e-05,0.09589
69,n213,Puumala,2200,2196,1,0,0,0,3,9.92e-05,0.073059
69,n214,Pyht��,5200,5184,5,1,0,4,6,0.00022447,0.263014
69,n215,Pyh�joki,3300,3297,1,0,0,0,2,0.00012065,0.151598
69,n216,Pyh�j�rvi,5200,5188,3,0,0,1,8,0.00013291,0.16347
69,n217,Pyh�nt�,1500,1497,0,0,0,1,2,0.00026975,0.078539
69,n218,Pyh�ranta,2100,2098,0,1,0,0,1,0.00020778,0.086758
69,n219,P�lk�ne,7100,7067,3,2,0,5,23,0.00030084,0.293151
69,n220,P�yty�,8400,8378,3,2,0,5,12,0.00026613,0.347945
69,n221,Raahe,24600,24428,38,7,0,34,93,0.0006916,0.925114
69,n222,Raasepori,27800,27672,34,7,0,25,62,0.0004667,0.905936
69,n223,Raisio,25000,24882,20,4,0,11,83,0.0003025,1.554338
69,n224,Rantasalmi,3600,3591,0,1,0,2,6,0.00016058,0.122374
69,n225,Ranua,4000,3987,3,2,0,3,5,0.00050859,0.171689
69,n226,Rauma,39300,39122,36,10,0,32,100,0.0004686,1.430137
69,n227,Rautalampi,3200,3177,0,1,0,3,19,0.00042345,0.145205
69,n228,Rautavaara,1600,1597,1,0,0,0,2,5.539e-05,0.079452
69,n229,Rautj�rvi,3300,3295,0,0,0,2,3,0.00015838,0.125114
69,n230,Reisj�rvi,2700,2690,1,1,0,3,5,0.00030432,0.119635
69,n231,Riihim�ki,29300,29141,39,10,0,30,80,0.00050578,1.354338
69,n232,Ristij�rvi,1300,1300,0,0,0,0,0,7.781e-05,0.049315
69,n233,Rovaniemi,63612,63252,75,16,0,61,208,0.0005802,2.949772
69,n234,Ruokolahti,5100,5089,0,0,0,2,9,0.00013425,0.209132
69,n235,Ruovesi,4500,4496,1,0,0,1,2,0.00016144,0.208219
69,n236,Rusko,6500,6478,3,1,0,5,13,0.00033514,0.275799
69,n237,R��kkyl�,2100,2096,0,1,0,3,0,0.00048002,0.112329
69,n238,Saarij�rvi,9300,9250,7,5,0,7,31,0.00037746,0.347945
69,n239,Salla,3500,3487,1,1,0,2,9,0.00039708,0.168037
69,n240,Salo,51600,51276,68,12,0,43,201,0.00052946,1.587215
69,n241,Saltvik,1800,1794,0,1,0,2,3,0.00065779,390.030137
69,n242,Sastamala,24100,23995,24,5,0,15,61,0.00037514,0.960731
69,n243,Sauvo,3000,2996,0,0,0,2,2,0.00017761,0.141553
69,n244,Savitaipale,3300,3290,2,1,0,1,6,0.00025303,0.120548
69,n245,Savonlinna,33705,33487,37,10,0,29,142,0.000518,1.155251
69,n246,Savukoski,1000,999,0,0,0,0,1,0.00010542,0.06484
69,n247,Sein�joki,63800,63452,72,16,0,54,206,0.00060974,2.76895
69,n248,Sievi,5200,5184,2,0,0,3,11,0.0002572,0.259361
69,n249,Siikainen,1500,1499,0,0,0,0,1,8.383e-05,0.0621
69,n250,Siikajoki,5500,5475,3,3,0,5,14,0.00045337,0.291324
69,n251,Siikalatva,5400,5377,3,1,0,5,14,0.00042906,0.221005
69,n252,Siilinj�rvi,22000,21865,19,7,0,21,88,0.00049319,1.07032
69,n253,Simo,3100,3090,2,2,0,2,4,0.00018362,0.154338
69,n254,Sipoo,21800,21701,17,6,0,20,56,0.00041527,1.347032
69,n255,Siuntio,6400,6390,3,1,0,0,6,0.00017384,0.401826
69,n256,Sodankyl�,8800,8757,8,3,0,2,30,0.00022681,0.345205
69,n257,Soini,2200,2200,0,0,0,0,0,5.068e-05,0.094977
69,n258,Somero,8800,8738,4,3,0,3,52,0.00026704,0.33516
69,n259,Sonkaj�rvi,4200,4187,3,0,0,5,5,0.00046219,0.147032
69,n260,Sotkamo,10200,10142,10,2,0,7,39,0.00040491,0.432877
69,n261,Sottunga,100,100,0,0,0,0,0,0.00021592,14.672146
69,n262,Sulkava,2600,2588,2,1,0,2,7,0.00040379,0.09589
69,n263,Sund,1000,991,1,2,0,1,5,0.00154013,234.015525
69,n264,Suomussalmi,7700,7677,4,2,0,2,15,0.00028419,0.29589
69,n265,Suonenjoki,7100,7083,1,0,0,3,13,0.00022048,0.291324
69,n266,Sysm�,3800,3782,3,1,0,4,10,0.00035523,0.123288
69,n267,S�kyl�,4700,4666,5,2,0,3,24,0.0004406,0.263927
69,n268,Taipalsaari,4700,4686,4,0,0,3,7,0.00018059,0.212785
69,n269,Taivalkoski,4100,4083,0,2,0,3,12,0.0002934,0.156164
69,n270,Taivassalo,1700,1699,0,0,0,0,1,8.29e-05,0.074886
69,n271,Tammela,6200,6177,2,2,0,5,14,0.00050592,0.312329
69,n272,Tampere,244029,242762,273,59,0,205,730,0.00052372,13.726027
69,n273,Tervo,1600,1598,0,1,0,0,1,0.00023163,0.07032
69,n274,Tervola,3200,3188,1,1,0,1,9,0.00020301,0.142466
69,n275,Teuva,5400,5370,9,1,0,7,13,0.00055942,0.146119
69,n276,Tohmaj�rvi,4500,4491,2,0,0,2,5,0.00014128,0.186301
69,n277,Toholampi,3200,3197,1,0,0,2,0,0.00015972,0.09863
69,n278,Toivakka,2500,2494,0,1,0,2,3,0.00030259,0.111416
69,n279,Tornio,21800,21684,19,8,0,12,77,0.00039861,0.834703
69,n280,Turku,195301,194373,220,35,0,155,518,0.00052759,10.690411
69,n281,Tuusniemi,2600,2593,1,1,0,1,4,0.00018188,0.116895
69,n282,Tuusula,39500,39317,41,4,0,33,105,0.00041761,2.444749
69,n283,Tyrn�v�,6900,6878,4,0,0,3,15,0.00023622,0.326027
69,n284,Ulvila,13300,13235,12,6,0,9,38,0.00033009,0.637443
69,n285,Urjala,4700,4694,1,0,0,1,4,0.00015189,0.185388
69,n286,Utaj�rvi,2800,2789,1,1,0,2,7,0.00057399,0.133333
69,n287,Utsjoki,1200,1197,1,0,0,1,1,0.00010483,0.102283
